symbol,priceChange,priceChangePercent,weightedAvgPrice,prevClosePrice,lastPrice,lastQty,bidPrice,bidQty,askPrice,askQty,openPrice,highPrice,lowPrice,volume,quoteVolume,openTime,closeTime,firstId,lastId,count
NKNUSDT,0.00120000,1.474,0.08160588,0.08140000,0.08260000,2112.00000000,0.08260000,5425.00000000,0.08270000,49003.00000000,0.08140000,0.08280000,0.08080000,2480452.00000000,202419.46500000,1697116049603,1697202449603,33123350,33125757,2408
XRPBUSD,0.00350000,0.731,0.48103735,0.47920000,0.48250000,1051.00000000,0.48250000,6181.00000000,0.48260000,926.00000000,0.47900000,0.48510000,0.47310000,5358655.00000000,2577713.19320000,1697116051077,1697202451077,98259681,98266663,6983
ETHBUSD,0.56000000,0.036,1539.00353346,1550.88000000,1550.99000000,0.72910000,1550.99000000,5.78760000,1551.00000000,6.09160000,1550.43000000,1553.98000000,1520.00000000,8299.04210000,12772255.11621000,1697116051010,1697202451010,490085739,490105965,20227
BCHABCBUSD,0.00000000,0.000,0.00000000,220.16000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
LTCBUSD,0.37000000,0.604,61.21401859,61.26000000,61.64000000,0.22300000,61.66000000,22.82300000,61.67000000,15.61200000,61.27000000,61.75000000,60.39000000,15444.84800000,945441.21257000,1697116051041,1697202451041,44353960,44357647,3688
LINKBUSD,-0.01400000,-0.193,7.20000918,7.26300000,7.24900000,2.50000000,7.25000000,2972.57000000,7.25400000,142.10000000,7.26300000,7.28700000,7.11000000,423014.40000000,3045707.56496000,1697116051081,1697202451081,39682130,39688548,6419
ETCBUSD,-0.05000000,-0.336,14.78443792,14.90000000,14.85000000,52.72000000,14.84000000,250.71000000,14.86000000,57.67000000,14.90000000,14.93000000,14.65000000,2934.66000000,43387.29860000,1697116049236,1697202449236,23027118,23027703,586
STXBNB,0.00001000,0.422,0.00236550,0.00236400,0.00237900,29.80000000,0.00237900,1899.90000000,0.00238700,55.40000000,0.00236900,0.00239000,0.00234200,17199.80000000,40.68608960,1697116043387,1697202443387,1284888,1284966,79
STXBTC,0.00000009,0.495,0.00001814,0.00001817,0.00001826,6.00000000,0.00001827,1526.00000000,0.00001829,2222.80000000,0.00001817,0.00001831,0.00001794,191531.60000000,3.47441124,1697116044592,1697202444592,9613897,9615614,1718
STXUSDT,0.00420000,0.862,0.48529079,0.48710000,0.49160000,230.10000000,0.49180000,18.30000000,0.49190000,33.90000000,0.48740000,0.49300000,0.47990000,4103964.10000000,1991615.96683000,1697116050962,1697202450962,39685001,39699165,14165
KAVABNB,0.00003600,1.286,0.00282672,0.00280100,0.00283600,800.00000000,0.00284100,1371.10000000,0.00286700,136.30000000,0.00280000,0.00286300,0.00279200,7527.90000000,21.27926030,1697116050229,1697202450229,1544994,1545059,66
KAVABTC,0.00000028,1.297,0.00002167,0.00002148,0.00002187,51.20000000,0.00002187,28.40000000,0.00002190,22.90000000,0.00002159,0.00002207,0.00002143,39181.10000000,0.84924709,1697116044063,1697202444063,12764932,12765161,230
KAVAUSDT,0.01000000,1.727,0.58190315,0.57900000,0.58900000,1689.10000000,0.58800000,439509.20000000,0.58900000,8539.80000000,0.57900000,0.59100000,0.57100000,4067325.90000000,2366789.73550000,1697116050776,1697202450776,68362709,68373465,10757
BUSDNGN,0.00000000,0.000,0.00000000,462.64000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BNBNGN,0.00000000,0.000,0.00000000,43608.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BTCNGN,-90928.00000000,-0.324,27916552.17440814,28040002.00000000,27949074.00000000,0.00180000,27949212.00000000,0.05662000,28006360.00000000,0.00168000,28040002.00000000,28270002.00000000,27627593.00000000,15.24430000,425568296.31233000,1697116051089,1697202451089,8145928,8150468,4541
ARPABNB,0.00000180,0.935,0.00019479,0.00019300,0.00019430,548.00000000,0.00019400,8746.00000000,0.00019440,6235.00000000,0.00019250,0.00019570,0.00019210,11951.00000000,2.32793570,1697116041808,1697202441808,2865146,2865181,36
ARPABTC,0.00000001,0.676,0.00000149,0.00000148,0.00000149,8305.00000000,0.00000148,673578.00000000,0.00000150,366427.00000000,0.00000148,0.00000150,0.00000148,141341.00000000,0.21059995,1697116047907,1697202447907,8221231,8221424,194
ARPAUSDT,0.00031000,0.779,0.03991935,0.03976000,0.04008000,2320.00000000,0.04007000,192006.00000000,0.04008000,289.00000000,0.03977000,0.04035000,0.03930000,21541910.20000000,859939.11110100,1697116043707,1697202443707,48488136,48493760,5625
TRXBUSD,0.00017000,0.199,0.08509140,0.08537000,0.08554000,6086.90000000,0.08558000,2577.40000000,0.08559000,350.60000000,0.08537000,0.08559000,0.08470000,4115088.00000000,350158.58207900,1697116039252,1697202439252,27542161,27543752,1592
EOSBUSD,0.00600000,1.117,0.53699662,0.53700000,0.54300000,189.50000000,0.54300000,13272.60000000,0.54400000,2998.60000000,0.53700000,0.54400000,0.53000000,81581.20000000,43808.82840000,1697116051079,1697202451079,22274518,22274838,321
IOTXUSDT,0.00004000,0.221,0.01802795,0.01812000,0.01816000,19861.00000000,0.01816000,50821.00000000,0.01817000,11879.00000000,0.01812000,0.01846000,0.01756000,114767590.00000000,2069024.06940000,1697116051017,1697202451017,62900356,62915425,15070
RLCUSDT,-0.00600000,-0.631,0.94302214,0.95100000,0.94500000,1049.30000000,0.94500000,1553.40000000,0.94600000,3279.40000000,0.95100000,0.95700000,0.92800000,205063.40000000,193379.32540000,1697116044140,1697202444140,38107282,38110342,3061
MCOUSDT,0.00000000,0.000,0.00000000,2.74400000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XLMBUSD,0.00090000,0.880,0.10222288,0.10220000,0.10320000,2844.00000000,0.10320000,2580.00000000,0.10330000,17454.00000000,0.10230000,0.10330000,0.10120000,1033949.00000000,105693.24600000,1697116050786,1697202450786,15719186,15719880,695
ADABUSD,0.00150000,0.610,0.24541127,0.24580000,0.24730000,8769.70000000,0.24720000,4412.70000000,0.24730000,3557.30000000,0.24580000,0.24780000,0.24220000,3880150.00000000,952232.53557000,1697116051008,1697202451008,105965870,105968501,2632
CTXCBNB,0.00000000,0.000,0.00000000,0.00412200,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
CTXCBTC,0.00000005,1.168,0.00000430,0.00000427,0.00000433,262.00000000,0.00000432,30.00000000,0.00000434,4626.00000000,0.00000428,0.00000435,0.00000425,64618.00000000,0.27814147,1697116029482,1697202429482,7269936,7270045,110
CTXCUSDT,0.00200000,1.748,0.11510061,0.11440000,0.11640000,729.00000000,0.11630000,3319.00000000,0.11640000,3431.00000000,0.11440000,0.11670000,0.11390000,1390762.00000000,160077.54920000,1697116027634,1697202427634,29779023,29781046,2024
BCHBNB,-0.00800000,-0.762,1.03499069,1.05000000,1.04200000,0.10000000,1.04100000,1.65600000,1.04400000,1.37500000,1.05000000,1.05300000,1.01900000,178.76100000,185.01597100,1697116050929,1697202450929,2924523,2925051,529
BCHBTC,-0.00006000,-0.745,0.00796149,0.00805000,0.00799000,15.82900000,0.00799000,2.32800000,0.00800000,24.83000000,0.00805000,0.00809000,0.00782000,2679.77300000,21.33498248,1697116051025,1697202451025,31131665,31134444,2780
BCHUSDT,-0.90000000,-0.417,213.19020777,216.10000000,215.10000000,15.35500000,215.00000000,290.76700000,215.10000000,9.99600000,216.00000000,217.50000000,207.50000000,88861.50500000,18944402.71350000,1697116051099,1697202451099,150947087,150975246,28160
BCHUSDC,0.00000000,0.000,0.00000000,114.80000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCHTUSD,-1.70000000,-0.784,212.47853627,216.30000000,215.00000000,0.29900000,215.00000000,3.96400000,215.40000000,3.49900000,216.70000000,217.50000000,207.80000000,173.10600000,36781.30950000,1697116051085,1697202451085,593258,593576,319
BCHPAX,0.00000000,0.000,0.00000000,617.72000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BCHBUSD,-1.20000000,-0.555,213.57078143,216.10000000,215.00000000,3.52400000,214.90000000,0.06900000,215.00000000,2.32500000,216.20000000,217.20000000,207.50000000,2096.90600000,447837.85300000,1697116051087,1697202451087,17809644,17811370,1727
BTCRUB,3069.00000000,0.116,2644097.70424498,2653474.00000000,2655000.00000000,0.10197000,2654757.00000000,0.01128000,2657977.00000000,0.05920000,2651931.00000000,2660000.00000000,2620000.00000000,7.79155000,20601619.46751000,1697116050310,1697202450310,7982089,7983134,1046
ETHRUB,-409.30000000,-0.267,151995.99657890,153236.00000000,153044.50000000,0.01000000,153137.00000000,0.55090000,153285.70000000,0.16900000,153453.80000000,153453.80000000,150141.10000000,57.69790000,8769849.81101000,1697116051085,1697202451085,4169849,4170303,455
XRPRUB,0.36000000,0.759,47.49032888,47.39000000,47.76000000,10.00000000,47.62000000,31.00000000,47.73000000,58.00000000,47.40000000,47.93000000,46.80000000,26332.00000000,1250515.34000000,1697116050604,1697202450604,2050601,2050820,220
BNBRUB,-5.10000000,-0.025,20270.14531631,20346.41000000,20350.00000000,0.01100000,20359.60000000,1.07300000,20390.10000000,1.07300000,20355.10000000,20406.77000000,20132.67000000,58.32800000,1182317.03601000,1697116046267,1697202446267,2487567,2487799,233
TROYBNB,0.00000000,0.000,0.00000000,0.00001060,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
TROYBTC,0.00000000,0.000,0.00000000,0.00000018,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
TROYUSDT,0.00002900,1.363,0.00213132,0.00212400,0.00215600,4629.00000000,0.00215500,11264.00000000,0.00215600,46351.00000000,0.00212700,0.00218600,0.00210500,247339870.00000000,527159.78816300,1697116048381,1697202448381,31962821,31966244,3424
BUSDRUB,-0.05000000,-0.051,98.66342516,98.79000000,98.75000000,2.00000000,98.72000000,64.00000000,98.79000000,239.00000000,98.80000000,99.14000000,98.35000000,39458.00000000,3893061.43000000,1697116040001,1697202440001,3240479,3240798,320
QTUMBUSD,-0.05500000,-2.122,2.56995029,2.60500000,2.53700000,29.40000000,0.00000000,0.00000000,0.00000000,0.00000000,2.59200000,2.60700000,2.53400000,6738.60000000,17317.86700000,1690254019510,1690340419510,6800210,6800393,184
VETBUSD,0.00011000,0.674,0.01630791,0.01631000,0.01642000,23179.60000000,0.01642000,199922.70000000,0.01644000,92950.90000000,0.01631000,0.01646000,0.01619000,22709755.80000000,370348.68547400,1697116039887,1697202439887,28204003,28205277,1275
VITEBNB,0.00000000,0.000,0.00000000,0.00070700,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
VITEBTC,0.00000000,0.000,0.00000042,0.00000041,0.00000042,664290.00000000,0.00000042,1152060.00000000,0.00000043,1194728.00000000,0.00000042,0.00000042,0.00000041,672600.00000000,0.28240940,1697116004190,1697202404190,6170936,6170989,54
VITEUSDT,0.00030000,2.720,0.01112616,0.01103000,0.01133000,4530.20000000,0.01133000,11294.20000000,0.01135000,8181.90000000,0.01103000,0.01144000,0.01094000,10724162.00000000,119318.77266900,1697116004168,1697202404168,21304113,21305884,1772
FTTBNB,0.00000000,0.000,0.00000000,0.00513000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
FTTBTC,0.00000000,0.000,0.00000000,0.00008560,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
FTTUSDT,0.01110000,1.065,1.05078891,1.04150000,1.05290000,120.22000000,1.05290000,129.07000000,1.05460000,41.07000000,1.04180000,1.06800000,1.03500000,1783374.06000000,1873949.69124000,1697116044919,1697202444919,48978873,48988398,9526
BTCTRY,3881.00000000,0.518,747919.99210093,749241.00000000,753158.00000000,0.00371000,752810.00000000,0.01327000,753098.00000000,0.00883000,749277.00000000,754310.00000000,741351.00000000,139.78362000,104546963.96624000,1697116050986,1697202450986,42764941,42775497,10557
BNBTRY,28.00000000,0.487,5740.41640934,5745.00000000,5775.00000000,0.81300000,5774.00000000,1.92200000,5776.00000000,0.51000000,5747.00000000,5782.00000000,5695.00000000,2813.27500000,16149369.97400000,1697116051026,1697202451026,20924000,20932750,8751
BUSDTRY,0.10000000,0.358,27.94016525,27.91000000,28.00000000,2292.00000000,27.99000000,30467.00000000,28.00000000,59408.00000000,27.90000000,28.00000000,27.85000000,3926252.00000000,109700129.69000000,1697116039971,1697202439971,42907738,42923052,15315
ETHTRY,116.00000000,0.268,43068.68214295,43284.00000000,43407.00000000,0.11630000,43413.00000000,0.10890000,43434.00000000,0.09640000,43291.00000000,43465.00000000,42449.00000000,780.48450000,33614438.84800000,1697116051027,1697202451027,19920604,19925727,5124
XRPTRY,0.13300000,0.994,13.45659151,13.37000000,13.50700000,39.00000000,13.50600000,4091.00000000,13.51400000,5179.00000000,13.37400000,13.57700000,13.22600000,1464733.00000000,19710313.65800000,1697116051042,1697202451042,14899893,14903370,3478
USDTTRY,0.08000000,0.287,27.92863647,27.91000000,27.99000000,358.00000000,27.98000000,336471.00000000,27.99000000,1381172.00000000,27.91000000,27.99000000,27.83000000,72049113.00000000,2012233485.13000000,1697116051022,1697202451022,150350539,150427620,77082
USDTRUB,-0.04000000,-0.040,98.74415338,98.82000000,98.78000000,135.00000000,98.73000000,48.00000000,98.78000000,1164.00000000,98.82000000,99.16000000,98.21000000,531434.00000000,52476000.41000000,1697116050337,1697202450337,13058463,13061949,3487
BTCEUR,231.61000000,0.915,25400.40506761,25313.12000000,25544.73000000,0.00160000,25544.72000000,0.03517000,25544.73000000,0.00340000,25313.12000000,25603.03000000,25181.38000000,282.12423000,7166069.72138680,1697116051082,1697202451082,128236375,128257403,21029
ETHEUR,11.15000000,0.763,1461.61480770,1462.32000000,1473.19000000,0.00720000,1473.23000000,0.04490000,1473.38000000,0.41000000,1462.04000000,1475.51000000,1440.46000000,3904.29010000,5706568.22370400,1697116051015,1697202451015,90464209,90478508,14300
BNBEUR,1.80000000,0.927,194.96562136,194.10000000,195.90000000,0.28900000,195.90000000,14.36900000,196.00000000,16.53800000,194.10000000,196.30000000,193.40000000,3513.51900000,685015.41500000,1697116050476,1697202450476,32226300,32232965,6666
XRPEUR,0.00660000,1.462,0.45630106,0.45160000,0.45800000,1000.00000000,0.45820000,4004.00000000,0.45840000,14999.00000000,0.45140000,0.46060000,0.44830000,1471781.00000000,671575.22570000,1697116050844,1697202450844,22187413,22190604,3192
EURBUSD,-0.00810000,-0.764,1.05423057,1.06070000,1.05260000,1287.10000000,1.05250000,526.40000000,1.05260000,2403.60000000,1.06070000,1.06070000,1.05070000,237393.70000000,250267.69611000,1697115906262,1697202306262,38032147,38033741,1595
EURUSDT,-0.00790000,-0.745,1.05384422,1.06110000,1.05310000,30.60000000,1.05300000,520851.60000000,1.05310000,86537.60000000,1.06100000,1.06110000,1.05100000,13010411.90000000,13710947.42326000,1697116050832,1697202450832,102095001,102143393,48393
OGNBNB,0.00000000,0.000,0.00000000,0.00038300,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
OGNBTC,-0.00000005,-1.142,0.00000436,0.00000437,0.00000433,2160.00000000,0.00000432,6622.00000000,0.00000433,2628.00000000,0.00000438,0.00000444,0.00000431,315613.00000000,1.37759147,1697116050440,1697202450440,12031663,12031944,282
OGNUSDT,-0.00110000,-0.937,0.11711315,0.11750000,0.11630000,1765.00000000,0.11630000,54.00000000,0.11640000,46249.00000000,0.11740000,0.11860000,0.11570000,27090835.00000000,3172693.06890000,1697116051091,1697202451091,58323071,58335719,12649
DREPBNB,0.00000000,0.000,0.00000000,0.00009380,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
DREPBTC,0.00000007,0.819,0.00000861,0.00000850,0.00000862,1198.00000000,0.00000861,509.00000000,0.00000867,12.00000000,0.00000855,0.00000874,0.00000847,18092.00000000,0.15572920,1697116032172,1697202432172,5090402,5090690,289
DREPUSDT,0.00370000,1.619,0.22957973,0.22840000,0.23220000,542.00000000,0.23190000,291.00000000,0.23220000,86.00000000,0.22850000,0.23490000,0.22660000,981955.00000000,225436.96270000,1697115986579,1697202386579,21904462,21907510,3049
BULLUSDT,0.00000000,0.000,0.00000000,1370.28000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BULLBUSD,0.00000000,0.000,0.00000000,1368.56000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BEARUSDT,0.00000000,0.000,0.00000000,11.16000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BEARBUSD,0.00000000,0.000,0.00000000,11.14000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ETHBULLUSDT,0.00000000,0.000,0.00000000,79.18000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ETHBULLBUSD,0.00000000,0.000,0.00000000,78.46000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ETHBEARUSDT,0.00000000,0.000,0.00000000,12.20000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ETHBEARBUSD,0.00000000,0.000,0.00000000,12.24000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
TCTBNB,0.00000000,0.000,0.00000000,0.00041860,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
TCTBTC,0.00000000,0.000,0.00000000,0.00000016,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
TCTUSDT,0.00000000,0.000,0.00000000,0.00312000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
WRXBNB,0.00000000,0.000,0.00000000,0.00039800,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
WRXBTC,0.00000000,0.000,0.00000000,0.00000455,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
WRXUSDT,0.00220000,2.514,0.08817000,0.08740000,0.08970000,966.20000000,0.08960000,223.20000000,0.08970000,294.50000000,0.08750000,0.08990000,0.08690000,818964.90000000,72208.13801000,1697115905806,1697202305806,43613773,43615694,1922
ICXBUSD,0.00030000,0.183,0.16336372,0.16310000,0.16420000,73.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16390000,0.16510000,0.16090000,75767.90000000,12377.72574000,1697090443263,1697176843263,7104513,7104627,115
BTSUSDT,0.00010000,1.121,0.00897060,0.00889000,0.00902000,11006.20000000,0.00902000,4289.60000000,0.00904000,33450.20000000,0.00892000,0.00912000,0.00889000,15762512.40000000,141399.16025400,1697116046440,1697202446440,18575076,18577203,2128
BTSBUSD,0.00000000,0.000,0.00000000,0.01930000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
LSKUSDT,0.01200000,1.624,0.74212906,0.73800000,0.75100000,43.60000000,0.75000000,2084.60000000,0.75100000,12.70000000,0.73900000,0.75200000,0.73600000,154602.70000000,114735.15570000,1697116046515,1697202446515,15557479,15559235,1757
BNTUSDT,-0.00080000,-0.156,0.50472774,0.51240000,0.51160000,910.30000000,0.51160000,1600.00000000,0.51170000,19.50000000,0.51240000,0.52000000,0.48170000,23256507.30000000,11738204.44337000,1697116050786,1697202450786,15618496,15668586,50091
BNTBUSD,-0.00270000,-0.745,0.36254864,0.36360000,0.35990000,55.50000000,0.00000000,0.00000000,0.00000000,0.00000000,0.36260000,0.36600000,0.35910000,53945.90000000,19558.01291000,1691031608984,1691118008984,1451781,1451981,201
LTOBNB,0.00000000,0.000,0.00000000,0.00248000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
LTOBTC,0.00000003,1.515,0.00000201,0.00000198,0.00000201,300.00000000,0.00000201,14610.00000000,0.00000202,125.00000000,0.00000198,0.00000207,0.00000198,370447.00000000,0.74545064,1697116046192,1697202446192,9891571,9892351,781
LTOUSDT,0.00120000,2.260,0.05386718,0.05300000,0.05430000,2297.00000000,0.05420000,39313.00000000,0.05430000,15023.00000000,0.05310000,0.05560000,0.05270000,5742298.00000000,309321.41940000,1697116035832,1697202435832,28106944,28110399,3456
ATOMBUSD,0.10000000,1.532,6.54158493,6.52400000,6.62900000,270.06000000,6.63200000,67.93000000,6.63600000,100.54000000,6.52900000,6.64300000,6.37500000,64856.91000000,424266.98491000,1697116051022,1697202451022,38062108,38064705,2598
DASHBUSD,0.30000000,1.175,25.63722571,25.56000000,25.83000000,2.27400000,0.00000000,0.00000000,0.00000000,0.00000000,25.53000000,25.94000000,25.32000000,469.98700000,12049.16280000,1694660412225,1694746812225,5922471,5922682,212
NEOBUSD,0.00000000,0.000,6.72454420,6.72000000,6.73000000,7.85000000,0.00000000,0.00000000,0.00000000,0.00000000,6.73000000,6.76000000,6.63000000,722.46000000,4858.21420000,1697090456520,1697176856520,7469656,7469768,113
WAVESBUSD,0.03800000,2.644,1.47100611,1.43600000,1.47500000,300.52000000,1.47500000,303.88000000,1.47700000,135.40000000,1.43700000,1.52300000,1.41800000,210854.90000000,310168.84613000,1697116049259,1697202449259,12612177,12614411,2235
XTZBUSD,0.01800000,2.757,0.65934652,0.65400000,0.67100000,1000.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.65300000,0.67100000,0.65300000,51404.00000000,33893.04860000,1695884406043,1695970806043,11608066,11608249,184
EOSBULLUSDT,0.00000000,0.000,0.00000000,3.85000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
EOSBULLBUSD,0.00000000,0.000,0.00000000,3.90000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
EOSBEARUSDT,0.00000000,0.000,0.00000000,30.21000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
EOSBEARBUSD,0.00000000,0.000,0.00000000,29.81000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XRPBULLUSDT,0.00000000,0.000,0.00000000,8.74000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XRPBULLBUSD,0.00000000,0.000,0.00000000,8.78000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XRPBEARUSDT,0.00000000,0.000,0.00000000,548.55000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
XRPBEARBUSD,0.00000000,0.000,0.00000000,547.33000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
BATBUSD,0.00220000,1.304,0.16952857,0.16850000,0.17090000,132.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.16870000,0.17280000,0.16730000,82819.00000000,14040.18660000,1694062809911,1694149209911,6068424,6068635,212
ENJBUSD,0.00100000,0.476,0.21029306,0.21090000,0.21110000,7826.30000000,0.21100000,473.90000000,0.21130000,1105.40000000,0.21010000,0.21200000,0.20800000,371804.30000000,78187.86471000,1697116051034,1697202451034,17743060,17743374,315
NANOBUSD,0.00000000,0.000,0.00000000,2.22500000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
ONTBUSD,-0.00250000,-1.563,0.15801179,0.16060000,0.15740000,689.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.15990000,0.15990000,0.15660000,71114.00000000,11236.85050000,1697094009878,1697180409878,6295197,6295335,139
RVNBUSD,-0.00027000,-1.740,0.01531986,0.01547000,0.01525000,30415.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.01552000,0.01569000,0.01505000,1294259.50000000,19827.87343700,1695279616970,1695366016970,6822517,6822791,275
STRATBUSD,0.00000000,0.000,0.00000000,0.49150000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
STRATBNB,0.00000000,0.000,0.00000000,0.01900000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,1689572387911,1689658787911,-1,-1,0
